relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TrAP	0.9988	The patient continued to have episodes of rapid atrial fibrillation while on the Floor , which required continued diuresis as well as intravenous Lopressor .	diuresis	[TREATMENT]	114_122	rapid atrial fibrillation	[PROBLEM]	42_67
PIP	0.9997	The patient had signs and symptoms develop of SBP , also with an elevated white count .	sbp	[PROBLEM]	46_49	signs	[PROBLEM]	16_21
TrAP	0.9991	While her po intake was minimal she was maintained on supplemental IV dextrose to suppress ketosis .	supplemental iv dextrose	[TREATMENT]	54_78	ketosis	[PROBLEM]	91_98
TeRP	0.9985	Urine cultures returned with 10-100,000 organisms coag negative staph .	urine cultures	[TEST]	0_14	organisms	[PROBLEM]	40_49
TeRP	0.9984	The patient had an echocardiogram on day two of admission , which revealed a mildly dilated left atrium , mild symmetric LVH , normal LV cavity size , mild region LV systolic dysfunction , arresting regional wall motion abnormality including focal apical hypokinesis , a normal right ventricular chamber size and free wall motion , a moderately dilated aortic root , a mildly dilated ascending aorta , normal aortic valve leaflet , normal mitral valve leaflet and no pericardial effusions .	an echocardiogram	[TEST]	16_33	a mildly dilated ascending aorta	[PROBLEM]	367_399
TeRP	0.9988	A chest X-ray documented a progressing left lower lobe infiltrate .	a chest x-ray	[TEST]	0_13	a progressing left lower lobe infiltrate	[PROBLEM]	25_65
PIP	0.9997	He was intubated with multiple abrasions , and severe swelling and contusions of his face .	contusions of his face	[PROBLEM]	67_89	multiple abrasions	[PROBLEM]	22_40
TrAP	0.9987	The patient is a 63 year old woman with a history of mixed adenocarcinoma and large cell carcinoma of the left upper lobe of the lung who is being admitted for Neoadjuvant chemotherapy with Cisplatinum , 5-FU and Velban .	5-fu	[TREATMENT]	204_208	large cell carcinoma of the left upper lobe	[PROBLEM]	78_121
TrAP	0.9986	Had received unasyn , vanc , zosyn during hospital course for cellulitis and other unclear reasons , including possible vent associated pna .	zosyn	[TREATMENT]	29_34	vent associated pna	[PROBLEM]	120_139
TeRP	0.9989	Echo was obtained which showed WMA and EF of 35-40% .	echo	[TEST]	0_4	wma	[PROBLEM]	31_34
TrNAP	0.9552	Because of the intense diffuse inflammatory reaction that had already set in , it was decided that neither distal pancreatic resection nor Roux-en-Y drainage was feasible .	roux-en-y drainage	[TREATMENT]	139_157	the intense diffuse inflammatory reaction	[PROBLEM]	11_52
TrNAP	0.9507	Discharge Instructions : may shower , no bathing or swimming for 1 month no creams , lotions or powders to any incisions no driving for 1 month no lifting > 10 # for 10 weeks	lotions	[TREATMENT]	85_92	any incisions	[PROBLEM]	107_120
PIP	0.9997	Interval development of large left pneumothorax with almost complete collapse of the left lung .	almost complete collapse of the left lung	[PROBLEM]	53_94	large left pneumothorax	[PROBLEM]	24_47
TrIP	0.9708	She also c/o LLQ and groin pain which responded to tylenol .	tylenol	[TREATMENT]	51_58	llq and groin pain	[PROBLEM]	13_31
PIP	0.9996	She was seen again by primary care physician , Roderick since she had complaints of dizziness , as well as a new complaint of decreased hearing and the sensation of static in her ears , meniere 's disease was considered .	meniere 's disease	[PROBLEM]	186_204	static in her ears	[PROBLEM]	165_183
TrAP	0.9978	Ativan 1 mg or Trilafon 4 mg q 4 hours prn nausea , Carafate one gram q.i.d.	ativan	[TREATMENT]	0_6	nausea	[PROBLEM]	43_49
TrCP	0.9923	She has nausea with Codeine otherwise no known drug allergies .	codeine	[TREATMENT]	20_27	nausea	[PROBLEM]	8_14
TeRP	0.9988	A bone marrow biopsy revealed the transformation of his CMML to acute myelogenous leukemia , and given his other underlying medical problems , we chose chemotherapy with subcutaneous Cystosine Arabinoside and 6-Thioguanine , which he tolerated without incident and this brought his white blood count down to below 1,000 , and his spleen shrank noticeably , but he still could not maintain a bump in platelet count with platelet transfusions .	a bone marrow biopsy	[TEST]	0_20	acute myelogenous leukemia	[PROBLEM]	64_90
TeRP	0.9988	The results of this study indicated that this structure at the head of his pancreas is most likely a forming pseudocyst ; however , the suspicion of malignancy is still possible and the patient underwent an ultrasound guided biopsy of this mass on 2011-01-20 .	this study	[TEST]	15_25	a forming pseudocyst	[PROBLEM]	99_119
TeRP	0.9988	Subsequent exercise treadmill test demonstrated no evidence of ischemia by EKG .	subsequent exercise treadmill test	[TEST]	0_34	ischemia	[PROBLEM]	63_71
TrAP	0.9953	9) Sarna topical b.i.d. p.r.n. itching .	sarna topical	[TREATMENT]	3_16	itching	[PROBLEM]	31_38
TrAP	0.9992	He was again treated with IV Ceftazidime for presumed pseudomonal pneumonia and discharged home on IV antibiotics which he is presently on .	iv ceftazidime	[TREATMENT]	26_40	pseudomonal pneumonia	[PROBLEM]	54_75
TeRP	0.9989	A urinalysis was obtained which showed blood , urine sediment was active with positive dysmorphic cells , red cell casts , and 1+ albumin with mild protein uria .	a urinalysis	[TEST]	0_12	urine sediment	[PROBLEM]	47_61
TeRP	0.9987	Subsequent lower extremities noninvasive studies and D-dimer test were both negative rendering the probability of acute pulmonary embolism less than 2 percent .	subsequent lower extremities noninvasive studies	[TEST]	0_48	acute pulmonary embolism	[PROBLEM]	114_138
TeRP	0.9983	She had a normal abdominal exploration of a small uterus with superficial invasion on gross examination , normal ovaries .	gross examination	[TEST]	86_103	superficial invasion	[PROBLEM]	62_82
PIP	0.9997	1. CAD : presented with anginal symptoms and EKG changes ( STEMI ) , with cardiac catheterization revealing lesions in LAD , LcX , and PLB .	cad	[PROBLEM]	3_6	anginal symptoms	[PROBLEM]	24_40
PIP	0.9996	A Hepatology consult was obtained who felt that the most likely etiology of these cysts were from hepatic candidiasis , although one could not rule out lymphoma involving from Burkitt's .	these cysts	[PROBLEM]	76_87	hepatic candidiasis	[PROBLEM]	98_117
TeRP	0.9988	His cultures came back as noted with Klebsiella ultimately in his chest wound , MRSA in his sputum .	his cultures	[TEST]	0_12	klebsiella	[PROBLEM]	37_47
TrNAP	0.9638	His cast was removed by the Orthopedic Service in anticipation of this edema and to avoid compartment syndrome .	his cast	[TREATMENT]	0_8	this edema	[PROBLEM]	66_76
TeCP	0.9776	A lumbar puncture was also performed to rule out meningitis .	a lumbar puncture	[TEST]	0_17	meningitis	[PROBLEM]	49_59
PIP	0.9997	Her postoperative course was marked only by prolonged ileus , perhaps secondary to constipation , with persistent vomiting , requiring intravenous fluids , however , on 03/07/92 , she had a large bowel movement , after aggressive bowel regime , felt significantly better , was able to tolerate PO &apos;s .	prolonged ileus	[PROBLEM]	44_59	persistent vomiting	[PROBLEM]	103_122
TeRP	0.9989	preop w/ for knee surgery revealed cardiac dz , asymptomatic	preop w/	[TEST]	0_8	cardiac dz	[PROBLEM]	35_45
TrAP	0.9985	The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	scopolamine	[TREATMENT]	114_125	secretions	[PROBLEM]	160_170
TeRP	0.9974	06-30 resolved as of repeat head CT one month later , no residual deficits; 03-03 : ICH in 3rd , 4th , and L-lat ventricle ; no aneurysm ; 07-01 : ICH in R-temporal lobe ; question of underlying mass at that time per contrast CT ; decided to follow up with serial scans rather than to biopsy	contrast ct	[TEST]	217_228	underlying mass	[PROBLEM]	184_199
TeRP	0.9989	04-24 PICC Bld Cx : pseudomonas Diaz to zosyn , cipro , cefepime , Tardugno -- staph epi- Gray to vanc	picc bld cx	[TEST]	6_17	pseudomonas	[PROBLEM]	20_31
TeRP	0.9989	Further cultures from sputum and urine revealed yeast sensitive to Diflucan , which was administered shortly after .	further cultures from sputum and urine	[TEST]	0_38	yeast	[PROBLEM]	48_53
TrAP	0.9977	She also had an episode of nausea with some emesis , after being treated with Zofran with no relief , a nasogastric tube was placed which drained 1200 cc of bilious fluid .	a nasogastric tube	[TREATMENT]	102_120	bilious fluid	[PROBLEM]	157_170
TeRP	0.9972	Also possible source sinus infections given findings on intial CT ( see summary in significant studies ). He did not spike any fevers after being transfer to the CMED from the Amanda .	intial ct	[TEST]	56_65	sinus infections	[PROBLEM]	21_37
TrAP	0.9974	He was also begun on anti-Candida regimen for his urinary tract infection with yeast being seen .	anti-candida regimen	[TREATMENT]	21_41	yeast	[PROBLEM]	79_84
TrAP	0.9992	She can be given prn lasix for weight gain or shortness of breath .	lasix	[TREATMENT]	21_26	weight gain	[PROBLEM]	31_42
PIP	0.9997	Portable supine chest radiograph shows improvement in edema compared to studies from four and five days earlier with no significant radiographic change in right upper lobe consolidation consistent with pneumonia .	pneumonia	[PROBLEM]	202_211	right upper lobe consolidation	[PROBLEM]	155_185
TrAP	0.9991	Found to be in DIC and supported with daily blood products .	daily blood products	[TREATMENT]	38_58	dic	[PROBLEM]	15_18
TeRP	0.9988	Trauma CT demonstrated mild pulmonary contusions , but no pelvic fracture .	trauma ct	[TEST]	0_9	mild pulmonary contusions	[PROBLEM]	23_48
TeRP	0.9989	The patient 's preoperative chest x-ray showed bilateral effusions and bibasilar atelectasis .	the patient 's preoperative chest x-ray	[TEST]	0_39	bilateral effusions	[PROBLEM]	47_66
TeRP	0.9987	Echocardiogram no longer shows wall motion abnormalities .	echocardiogram	[TEST]	0_14	wall motion abnormalities	[PROBLEM]	31_56
TrAP	0.9980	The blood cultures at Linghs County Medical Center grew out Staph. aureus sensitive to methicillin .	methicillin	[TREATMENT]	87_98	staph. aureus	[PROBLEM]	60_73
TeRP	0.9989	EKG showed normal sinus rhythm with left ventricular hypertrophy and incomplete left bundle branch block .	ekg	[TEST]	0_3	left ventricular hypertrophy	[PROBLEM]	36_64
TrWP	0.9351	He was given 1.5 grams of Dilantin in the emergency room as well as 2 mgs of intravenous Ativan which did little to stop his rhythmic blinking that he showed from time to time on examination .	intravenous ativan	[TREATMENT]	77_95	his rhythmic blinking	[PROBLEM]	121_142
TrAP	0.9984	Given this finding it was felt that the patient would certainly need long term intravenous antibiotics to include at least six weeks of Vancomycin and then subsequent Levofloxacin for the Citrobacter and Mycoplasma as well .	subsequent levofloxacin	[TREATMENT]	156_179	the citrobacter	[PROBLEM]	184_199
TrAP	0.9988	The patient is a 40 year old woman with end stage renal disease , on hemodialysis since 12/91 .	hemodialysis	[TREATMENT]	69_81	end stage renal disease	[PROBLEM]	40_63
PIP	0.9997	Etiology felt most likely demand ischemia in setting of original hypertensive urgency with persistent elevation of trop 02-08 ESRD .	demand ischemia	[PROBLEM]	26_41	persistent elevation of trop	[PROBLEM]	91_119
TrNAP	0.9585	Cellcept was discontinued in the setting of infection , but attempts to decrease prednisone or cyclosporine were unsuccessful .	cellcept	[TREATMENT]	0_8	infection	[PROBLEM]	44_53
TeRP	0.9988	On initial exam the patient was not oriented to time , seemed somewhat slow , and had difficulties generating a list of animals .	initial exam	[TEST]	3_15	not oriented to time	[PROBLEM]	32_52
TrAP	0.9706	1. Mitral regurgitation status post minimally invasive mitral valve repair .	minimally invasive mitral valve repair	[TREATMENT]	36_74	mitral regurgitation	[PROBLEM]	3_23
TrAP	0.9973	The patient had a good bump in his hematocrit , more than expected from 22 to high 20 &apos;s range next day after 3 1/2 units , but later that evening had a drop in his hematocrit so was given 4 more 1/2 units at this point for a total of 4 units packed red blood cells .	4 units packed red blood cells	[TREATMENT]	240_270	a drop	[PROBLEM]	156_162
TeRP	0.9987	Chest x-ray showed diffuse interstitial infiltrates .	chest x-ray	[TEST]	0_11	diffuse interstitial infiltrates	[PROBLEM]	19_51
PIP	0.9997	The patient has multiple decubiti over his body , in particular his perineum and buttocks have large decubiti .	large decubiti	[PROBLEM]	95_109	multiple decubiti	[PROBLEM]	16_33
TrAP	0.9977	Status post anterior myocardial infarction in 05-93 , status post percutaneous transluminal coronary angioplasty of left anterior descending in 05-93 , hypertension , diabetes mellitus .	percutaneous transluminal coronary angioplasty of left anterior descending	[TREATMENT]	66_140	anterior myocardial infarction	[PROBLEM]	12_42
PIP	0.9997	CT chest at Erich Lindemann Mental Health Center 05-25 : large pericardial effusion , bilat pleural eff with underlying consolidation which could represent PNA vs. atelectasis	bilat pleural eff	[PROBLEM]	86_103	atelectasis	[PROBLEM]	164_175
PIP	0.9997	Also with multiple masses consistent with metastasis .	metastasis	[PROBLEM]	42_52	multiple masses	[PROBLEM]	10_25
TrCP	0.9935	She has a questionable sensitivity to iodine .	iodine	[TREATMENT]	38_44	sensitivity	[PROBLEM]	23_34
TrCP	0.9919	After being treated with lidocaine , the patient became apneic requiring intubation and transfer to the Coronary Care Unit .	lidocaine	[TREATMENT]	25_34	apneic	[PROBLEM]	56_62
TrAP	0.9991	The patient is a 66 year old white female with metastatic colon carcinoma with a mass in the left superhilar region , who presents for bronchoscopy , mediastinal exploration and resection .	resection	[TREATMENT]	178_187	a mass in the left superhilar region	[PROBLEM]	79_115
TeRP	0.9987	On May 24 , 1998 , the patient had a CT scan of the chest which revealed diffuse alveolar infiltrates at the right base , mediastinal lymphadenopathy and bilateral pleural effusions .	a ct scan of the chest	[TEST]	35_57	diffuse alveolar infiltrates at the right base	[PROBLEM]	73_119
TeRP	0.9989	CT abdomen consistent with large necrotic pelvic mass - not sampled 02-12 coagulopathy .	ct abdomen	[TEST]	0_10	large necrotic pelvic mass	[PROBLEM]	27_53
TeRP	0.9989	Left upper extremity examination demonstrated no gross deformities , tenderness to palpation in the mid forearm , intact motor function in the median , radial , and ulnar nerve distributions , intact sensation to light touch in the median and radial nerve distributions , decreased sensation in the ulnar-nerve distribution , warm and well perfused limb with 2+ radial pulses .	left upper extremity examination	[TEST]	0_32	tenderness	[PROBLEM]	69_79
